#========================================================================================================
 # Gmacs Main Data File
1948 # Start year
2023 # End year
3 # Number of seasons
6 # Number of distinct data groups (fleet, among fishing fleets and surveys)
2 # Number of sexes
1 # Number of shell condition types
2 # Number of maturity types
32 # Number of size-classes in the model
3 # Season recruitment occurs
3 # Season molting and growth occurs
3 # Season to calculate SSB (changed to match Feb mating)
1 # Season for N output
# maximum size-class (males then females)
 32 28
# size_breaks (a vector giving the break points between size intervals with dimension nclass+1)
 24.5 29.5 34.5 39.5 44.5 49.5 54.5 59.5 64.5 69.5 74.5 79.5 84.5 89.5 94.5 99.5 104.5 109.5 114.5 119.5 124.5 129.5 134.5 139.5 144.5 149.5 154.5 159.5 164.5 169.5 174.5 179.5 184.5
# Natural mortality per season input type (1 = vector by season, 2 = matrix by season/year)
1
# Proportion of the total natural mortality to be applied each season
 0.62 0.01 0.37

# Fishing fleet and survey names
TCF
SCF
RKF
GFA
NMFS
BSFRF
# Are the seasons instantaneous (0) or continuous (1)
 1 1 1


##------------------------------------------------------------
##--CATCH DATA------------------------------------------------
##------------------------------------------------------------
 0 #--input catch data format (0: old format, 1: new format)
# Number of catch data frames
8
# Number of rows in each data frame
 44 20 20 44 44 66 66 51


##  CATCH DATA
##  Type of catch: 1 = retained, 2 = discard
##  Units of catch: 1 = biomass, 2 = numbers
# year  seas    fleet   sex     obs     cv      type    units   mult    effort  discard_mortality # original
1965	 2	 1	 1	 1.9232	 0.1	 1	 1	 1	 0	 0.321	  # 1.92323
1966	 2	 1	 1	 2.44479	 0.1	 1	 1	 1	 0	 0.321	  # 2.44486
1967	 2	 1	 1	 13.5953	 0.1	 1	 1	 1	 0	 0.321	  # 13.5987
1968	 2	 1	 1	 17.9959	 0.1	 1	 1	 1	 0	 0.321	  # 18.0031
1969	 2	 1	 1	 27.4698	 0.1	 1	 1	 1	 0	 0.321	  # 27.4877
1970	 2	 1	 1	 25.4727	 0.1	 1	 1	 1	 0	 0.321	  # 25.4919
1971	 2	 1	 1	 20.6943	 0.1	 1	 1	 1	 0	 0.321	  # 20.711
1972	 2	 1	 1	 16.8908	 0.1	 1	 1	 1	 0	 0.321	  # 16.9054
1973	 2	 1	 1	 13.0152	 0.1	 1	 1	 1	 0	 0.321	  # 13.0272
1974	 2	 1	 1	 15.2175	 0.1	 1	 1	 1	 0	 0.321	  # 15.2407
1975	 2	 1	 1	 17.6298	 0.1	 1	 1	 1	 0	 0.321	  # 17.6538
1976	 2	 1	 1	 29.9308	 0.1	 1	 1	 1	 0	 0.321	  # 30.0142
1977	 2	 1	 1	 35.3627	 0.1	 1	 1	 1	 0	 0.321	  # 35.5254
1978	 2	 1	 1	 21.0028	 0.1	 1	 1	 1	 0	 0.321	  # 21.092
1979	 2	 1	 1	 18.8735	 0.1	 1	 1	 1	 0	 0.321	  # 19.0055
1980	 2	 1	 1	 13.4253	 0.025	 1	 1	 1	 0	 0.321	  # 13.4263
